,COUNTYNAME,Started,Extinguished,Location,Latitude,Longitude,Name,AcresBurned,MajorIncident,pcp,tmax,tmin,YEAR,MONTH_NUM
1077,Mendocino,2018-07-21T16:22:00Z,2019-01-04T09:37:00Z,"Hwy 101 at mile marker 38, west of Redwood Valley (Mendocino County) ",39.279833,-123.258319,Heart Fire,67.0,False,0.01,87.5,56.0,2018.0,7.0
1078,El Dorado,2018-08-01T14:40:00Z,2019-01-04T09:27:00Z,"off Omega Lane and Alpha Circle, west of Pilot Hill",38.82128,-121.03918,Omega Fire,66.0,True,0.02,86.2,57.2,2018.0,8.0
1079,San Benito,2018-06-04T23:17:00Z,2019-01-04T10:13:00Z,"Panoche Road, north of San Benito",36.64832,-121.03253,Panoche Fire,64.0,False,0.0,84.0,53.8,2018.0,6.0
1080,Santa Clara,2018-10-07T12:57:00Z,2019-01-04T08:57:00Z,"Monterey Road and Coyote Creek Golf Drive, north of Morgan Hill",37.1769444,-121.68694444,Park Fire,63.0,False,0.1,75.7,50.2,2018.0,10.0
1081,Shasta,2018-07-20T13:26:00Z,2019-01-04T09:38:00Z,"Highland Ridge Rd & Trinity Mt Rd, French Gulch",40.741186,-122.649626,Highland Fire,63.0,True,0.05,94.7,61.2,2018.0,7.0
1082,Riverside,2018-07-04T14:20:00Z,2019-01-04T09:56:00Z,off Benton Road and Crams Corner Drive in Anza,33.56349,-116.732032,Benton Fire,63.0,False,0.27,102.4,77.6,2018.0,7.0
1083,Siskiyou,2018-06-27T19:46:00Z,2019-01-04T09:59:00Z,"Cherry Maple Road Klamath River, NW of Yreka, Klamath National Forest",41.83359,-122.99272,Cherry Fire,63.0,False,0.34,76.3,44.9,2018.0,6.0
1084,Stanislaus,2018-05-29T12:58:00Z,2019-01-04T10:21:00Z,"Interstate 5 and Stuhr Rd, South of Patterson",37.32744,-121.10903,Stuhr Fire,63.0,False,0.12,79.5,51.4,2018.0,5.0
1085,Kern,2018-07-08T13:38:00Z,2019-01-04T09:54:00Z,"off Lebec Road and Lebec Oaks Road, North of Lebec",34.86022,-118.87881,Lebec Fire,62.0,False,0.08,98.7,71.0,2018.0,7.0
1086,Los Angeles,2018-06-23T19:39:00Z,2019-01-04T10:01:00Z,North of Lake Piru,34.53765,-118.75495,Canyon Fire,62.0,False,0.0,84.1,58.6,2018.0,6.0
1087,San Joaquin,2018-06-11T12:16:00Z,2019-01-04T10:08:00Z,off East Liberty Road ,38.24033,-121.09199,Liberty Fire,62.0,False,0.0,92.0,56.4,2018.0,6.0
1088,Tehama,2018-11-05T10:17:00Z,2019-01-04T08:50:00Z,"off Adams Road at Barr Lane, southwest of Cottonwood ",40.346652,-122.308479,Adams Fire,60.0,False,5.8,64.5,41.9,2018.0,11.0
1089,Lake,2018-08-30T15:44:00Z,2019-01-04T09:12:00Z,"off Knoxville Road and Knoxville Devilhead Road, Knoxville",38.8275,-122.3625,Grade Fire,60.0,False,0.0,87.7,59.2,2018.0,8.0
1090,Madera,2018-06-15T11:46:00Z,2019-01-04T10:06:00Z,"off Road 407 and Road 600, Community of Raymond",37.14663,-119.91223,Raymond Fire,60.0,False,0.0,85.2,53.3,2018.0,6.0
1091,San Luis Obispo,2018-06-14T17:23:00Z,2019-01-04T10:06:00Z,"off Creston Road, east of Paso Robles",35.58354,-120.624135,Creston FIre,60.0,False,0.0,84.4,52.0,2018.0,6.0
1092,San Luis Obispo,2018-06-13T12:38:00Z,2019-01-04T10:07:00Z,"off Buena Vista Road, north of Paso Robles",35.663607,-120.670311,Vista Fire,60.0,False,0.0,84.4,52.0,2018.0,6.0
1093,Santa Barbara,2018-05-17T12:53:00Z,2019-01-04T10:25:00Z,"Alisos Canyon Rd, Santa Ynez, north of Santa Barbara ",34.74245,-120.18236,Happy Fire,60.0,False,0.14,70.2,46.9,2018.0,5.0
1094,San Diego,2018-05-22T14:13:00Z,2019-01-04T10:23:00Z,"Hwy 76 and Agua Tibia Ranch Rd, 7.5 miles east of I-15",33.35505,-117.03134,Agua Fire,59.0,False,0.16,76.1,51.6,2018.0,5.0
1095,San Luis Obispo,2018-10-19T14:10:00Z,2019-01-04T08:52:00Z,Off Lopez Drive east of Arroyo Grande,35.17693,-120.48861,Camino Fire,58.0,False,0.39,78.0,48.4,2018.0,10.0
1096,Lassen,2018-07-15T11:55:00Z,2019-01-04T09:44:00Z,"Hwy 299 E and Little Valley Rd, Dixie Valley Peak, 16 miles east of Fall River Mills",40.95234,-121.21597,3-10 Fire,56.0,False,0.07,88.2,53.6,2018.0,7.0
1097,Contra Costa,2018-07-08T16:45:00Z,2019-01-04T09:53:00Z,"off Bruce Lane and Joseph Lane, east of San Ramon",37.79718,-121.85311,Bruce Fire,56.0,False,0.0,89.2,60.2,2018.0,7.0
1098,Madera,2018-05-23T14:30:00Z,2019-01-04T10:23:00Z,"Off Hwy 41 & Rd 406, south of ONeals",37.0979,-119.75307,Experimental Fire,56.0,True,0.37,73.3,46.9,2018.0,5.0
1099,San Bernardino,2018-09-26T10:56:00Z,2019-01-04T09:00:00Z,"Cajon Blvd and Kenwood Ave, Devore",34.24138,-117.42431,Keenbrook Fire,53.0,True,0.01,95.8,69.0,2018.0,9.0
1100,Lassen,2018-09-22T14:41:00Z,2019-01-04T09:03:00Z,"McKenzie Meadows and Hwy 36, 15 miles west of Susanville",40.33642,-120.93005,Copper Fire,53.0,False,0.0,77.2,41.0,2018.0,9.0
1101,Mariposa,2018-06-15T13:37:00Z,2019-01-04T10:05:00Z,"off Boyer Road and Fox Hollow Lane, Community of Bootjack",37.47677,-119.84299,Boyer Fire,53.0,True,0.0,84.6,52.6,2018.0,6.0
1102,Modoc,2018-07-14T20:46:00Z,2019-01-04T09:46:00Z,"off Hwy 299 E & County Rd 74, west of Devils Garden Conservation Camp",41.50105,-120.61108,Kelley Fire,52.0,False,0.14,88.4,52.6,2018.0,7.0
1103,San Luis Obispo,2018-09-16T08:34:00Z,2019-01-04T09:04:00Z,"off Reservoir Canyon Road and Highway 101, east of San Luis Obispo",35.30151,-120.64398,Reservoir Fire,51.0,False,0.0,86.5,52.9,2018.0,9.0
1104,Shasta,2018-07-24T15:24:00Z,2019-01-04T09:36:00Z,"Crest Line Dr and Hunt Rd, Montgomery Creek, west of Burney",40.824,-121.90215,Crestline Fire,51.0,True,0.05,94.7,61.2,2018.0,7.0
1105,Santa Clara,2018-07-10T16:45:00Z,2019-01-04T09:51:00Z,at Hale Ave and Monterey St. in Morgan Hill ,37.163594,-121.702547,Hale Fire,51.0,False,0.01,87.8,60.5,2018.0,7.0
1106,Lake,2018-07-21T14:40:00Z,2019-01-04T09:38:00Z,"Adobe Creek Rd & Peterson Ln, Kelseyville",38.91152,-122.86854,Carder Fire,50.0,True,0.0,93.0,62.9,2018.0,7.0
1107,Tehama,2018-07-15T17:15:00Z,2019-01-04T09:43:00Z,"Hwy 36 E and Tuscan Lookout Road, 7 miles NE of Red Bluff near Hog Lake",40.27754,-122.11375,Tuscan Fire,50.0,False,0.01,95.9,66.0,2018.0,7.0
1108,Monterey,2018-02-07T15:53:00Z,2019-01-03T09:43:00Z,"Nacimento Fergusson Road and Hayfork Road, west of the community of Lockwood",35.96689,-121.28185,Haycamp Fire,50.0,False,0.35,65.5,35.8,2018.0,2.0
1109,Alameda,2018-08-26T14:23:00Z,2019-01-04T09:14:00Z,"I 580 and Paloverde Rd., Castro Valley",37.69926,-122.02805,Castro Fire,48.0,False,0.0,82.2,57.4,2018.0,8.0
1110,Contra Costa,2018-07-02T14:25:00Z,2019-01-04T09:57:00Z,"Buckingham Dr and Moraga Rd, southwest of Walnut Creek ",37.86339,-122.12351,Buckingham Fire,45.0,False,0.0,89.2,60.2,2018.0,7.0
1111,Marin,1969-12-31T16:00:00Z,2019-01-04T09:22:00Z,"Platform Bridge Rd. and Point Reyes Station, northeast of Olema ",38.07135,-122.76751,Bridge Fire,45.0,False,13.09,57.5,46.6,1969.0,12.0
1112,Butte,2018-07-19T12:00:00Z,2019-01-04T09:40:00Z,"Off Highway 162 & Simmons Rd, Lake Oroville",39.57202,-121.43131,Simmons Fire,43.0,True,0.01,96.4,65.0,2018.0,7.0
1113,Riverside,2018-07-23T14:55:00Z,2019-01-04T09:36:00Z,"Off Martinez Road & Avenue 66, Thermal",33.56921,-116.154398,Martinez Fire,40.0,False,0.27,102.4,77.6,2018.0,7.0
1114,Mariposa,2018-07-19T13:07:00Z,2019-01-04T09:39:00Z,"Ben Hur Rd & Preston Rd, south of Ben Hur",37.28365,-119.97546,Ben Fire,40.0,False,0.06,92.4,62.2,2018.0,7.0
1115,Contra Costa,2018-06-19T15:19:00Z,2019-01-04T10:04:00Z," off Montbretia Way and Ironwood, East of San Ramon",37.779209,-121.908976,Iron Fire,40.0,False,0.0,83.8,55.3,2018.0,6.0
1116,Butte,2018-06-16T11:47:00Z,2019-01-04T10:05:00Z,"off Oregon Gulch Road, near View Lane, North of Oroville",39.549167,-121.521111,Oregon Fire,40.0,False,0.02,88.9,57.3,2018.0,6.0
1117,San Benito,2018-07-25T14:11:00Z,2019-01-04T09:35:00Z,"Hidden Valley Rd & Cienega Rd, south of Hollister",36.796,-121.40604,Hidden Fire,39.0,False,0.01,93.1,62.7,2018.0,7.0
1118,Shasta,2018-10-14T11:33:00Z,2019-01-04T08:53:00Z,"Lake Blvd & Masonic Ave, Redding",40.60866,-122.38366,Masonic Fire,38.0,False,1.19,71.9,44.3,2018.0,10.0
1119,San Diego,2018-06-03T16:16:00Z,2019-01-04T10:16:00Z,"I-8 and College Ave, San Diego City",32.78031,-117.06782,Adobe Fire,38.0,False,0.0,86.6,57.1,2018.0,6.0
1120,San Luis Obispo,2018-07-21T15:01:00Z,2019-01-04T09:38:00Z,"Paso Robles Rd & Adelaida Rd, west of Paso Robles",35.64917,-120.71907,Mustang Fire,37.0,False,0.0,92.8,61.1,2018.0,7.0
1121,Siskiyou,2018-06-03T16:14:00Z,2019-01-04T10:17:00Z,"Martin Dr. and Stanton Drive, NE of Lake Shastina",41.58233,-122.33769,Martin Fire,37.0,False,0.34,76.3,44.9,2018.0,6.0
1122,Lake,2018-09-02T14:02:00Z,2019-01-04T09:11:00Z,"Highland Springs Rd & Old Toll Rd, Kelseyville",38.981389,-122.97222,Ridge Fire,36.0,False,0.16,83.4,53.2,2018.0,9.0
1123,Riverside,2018-08-27T10:49:00Z,2019-01-04T09:13:00Z,"Hidden Falls Road, Winchester",33.640051,-117.085354,Winchester Fire,36.0,False,0.22,101.0,76.2,2018.0,8.0
1124,Mendocino,2018-11-08T11:58:00Z,2019-01-04T08:49:00Z,"near Dos Rios, off Highway 162, East of Highway 101 and West of Covelo",39.62194,-123.28774,Brushy Fire,35.0,False,6.32,62.4,39.6,2018.0,11.0
1125,Riverside,2018-08-06T14:19:00Z,2019-01-04T09:23:00Z,"off Terramor Road and Temescal Canyon Road, community of Temescal Valley",33.759722,-117.460278,Terra Fire,35.0,False,0.22,101.0,76.2,2018.0,8.0
1126,Shasta,2018-07-29T16:22:00Z,2019-01-04T09:29:00Z,"Hwy 299 E & Hwy 89, east of Burney",40.95673,-121.6002,Corner Fire,35.0,False,0.05,94.7,61.2,2018.0,7.0
1127,San Benito,2018-06-03T15:09:00Z,2019-01-04T10:17:00Z,"Fairview Rd and John Smith Rd, City of Hollister",36.83036,-121.36446,Fairview Fire,35.0,False,0.0,84.0,53.8,2018.0,6.0
1128,Kern,2018-08-17T18:47:00Z,2019-01-04T09:16:00Z,"off Marcel Drive and Woodford-Tehachapi Road, west of Tehachapi",35.17156,-118.51651,Marcel Fire,34.0,False,0.0,95.2,66.3,2018.0,8.0
1129,Alameda,2018-07-25T16:05:00Z,2019-01-04T09:34:00Z,"Patterson Pass Road and Midway Rd, Altamont ",37.71173,-121.55604,Patterson Fire,34.0,False,0.0,85.9,59.4,2018.0,7.0
1130,Tulare,2018-07-19T16:25:00Z,2019-01-04T09:39:00Z,"Mineral King Rd, Ash Mountain area",36.42638,-118.70443,Horse Creek Fire,34.0,False,0.28,89.7,63.4,2018.0,7.0
1131,Butte,2018-09-24T00:41:00Z,2019-01-04T09:01:00Z,"Nimshew Rd & Centerville Rd, Magalia",39.84151,-121.62168,Nimshew Fire,33.0,True,0.0,87.5,55.2,2018.0,9.0
1132,Tehama,2018-07-14T20:40:00Z,2019-01-04T09:46:00Z,"off Oakridge Rd & Horseshoe Dr, Rancho Tehama, southwest of Red Bluff",40.00293,-122.44008,Lariat Fire,33.0,False,0.01,95.9,66.0,2018.0,7.0
1133,San Bernardino,2018-06-30T12:12:00Z,2019-01-04T09:57:00Z,"Hwy 330 and Old City Creek Rd, Community of Running Springs",34.17711,-117.15381,Creek Fire,33.0,False,0.0,97.8,69.1,2018.0,6.0
1134,Fresno,2018-10-02T15:45:00Z,2019-01-04T09:47:00Z," Bobs Flat Trail, 3 miles north of Trimmer",36.938674,-119.3127769,Eagle Fire,32.0,False,0.49,71.1,45.0,2018.0,10.0
1135,Riverside,2018-08-25T11:58:00Z,2019-01-04T09:15:00Z,off High Country Drive in Moreno Valley,33.97902,-117.20534,Country Fire,32.0,False,0.22,101.0,76.2,2018.0,8.0
1136,Lassen,2018-07-15T16:45:00Z,2019-01-04T09:42:00Z,"Punkin Center Road and Juniper Road, 6 miles southwest of the Community of Bieber",41.08583,-121.05722,3-18 Fire,32.0,False,0.07,88.2,53.6,2018.0,7.0
1137,Lake,2018-06-16T14:04:00Z,2019-01-04T10:05:00Z,"off Rocky Creek Road at Morgan Valley Rd, community of Lower Lake",38.886518,-122.476381,Creek Fire,32.0,False,0.01,84.2,53.9,2018.0,6.0
1138,Shasta,2018-07-08T14:41:00Z,2019-01-04T09:53:00Z,"off Hwy 299 E and Deschutes Rd, Bella Vista",40.62693,-122.23449,Vista Fire,31.0,False,0.05,94.7,61.2,2018.0,7.0
1139,Santa Clara,2018-09-23T16:23:00Z,2019-01-04T09:02:00Z,"Quimby Rd & Borden Dr, East San Jose ",37.33563,-121.75815,Quimby Fire,30.0,False,0.0,80.9,54.1,2018.0,9.0
1140,Contra Costa,2018-08-17T19:19:00Z,2019-01-04T09:17:00Z,"off Highway 4 and Alhambra Ave, Martinez",37.99618,-122.14097,Alhambra Fire,30.0,False,0.0,84.5,57.8,2018.0,8.0
1141,Alameda,2018-08-04T17:32:00Z,2019-01-04T09:25:00Z,"Welch Creek Rd and Geary Rd., southeast of Sunol",37.533026,-121.79733,Creek Fire,30.0,False,0.0,82.2,57.4,2018.0,8.0
1142,Riverside,2018-07-28T15:38:00Z,2019-01-04T09:30:00Z,"El Sobrante Road at McAllister Street, Lake Matthews",33.85852,-117.43521,Sobrante Fire,30.0,False,0.27,102.4,77.6,2018.0,7.0
1143,San Luis Obispo,2018-07-21T15:50:00Z,2019-01-04T09:38:00Z,"off Chimney Rock Rd and Gage Irving Rd, south of Lake Nacimiento (San Luis Obispo County)",35.68539,-120.95157,Rock Fire,30.0,False,0.0,92.8,61.1,2018.0,7.0
1144,Sacramento,2018-06-29T15:46:00Z,2019-01-04T09:58:00Z,"off Grant Line Rd and White Rock Rd, southwest of Folsom",38.595865,-121.17693,Grant Fire,30.0,False,0.0,91.2,57.2,2018.0,6.0
1145,Fresno,2018-04-12T14:30:00Z,2019-01-03T09:46:00Z,"25th Ave & Ultica Ave, south of Kettleman City",35.92436,-119.94083,Aqueduct Fire,30.0,False,1.71,67.0,40.9,2018.0,4.0
1146,San Diego,2018-07-17T14:05:00Z,2019-01-04T09:41:00Z,north of the Meixcan border and east of the Otay port of entry,32.557566,-116.8663,Border Fire,28.0,False,0.18,93.7,66.3,2018.0,7.0
1147,Siskiyou,2018-05-19T13:04:00Z,2019-01-04T10:24:00Z,"off Ager Road, northeast of Montague",41.791859,-122.513883,Ager Fire,27.0,False,1.97,69.0,42.4,2018.0,5.0
1148,Tulare,2018-05-18T11:00:00Z,2019-01-04T10:24:00Z,"off Road 272 and Avenue 2, east of Delano",35.826333,-118.9821,White Fire,26.0,False,0.37,70.3,45.9,2018.0,5.0
1149,Riverside,2018-09-14T19:32:00Z,2019-01-04T09:04:00Z,"off Soboba Rd. San Jacinto, northeast of San Jacinto City, Soboba ",33.80406,-116.93188,Soboba Fire,25.0,False,0.01,97.3,69.8,2018.0,9.0
1150,Contra Costa,2018-06-16T15:10:00Z,2019-01-04T10:05:00Z,"off Willow Pass Road at Evora Road, Baypoint",38.015323,-121.998967,Willow Fire,25.0,False,0.0,83.8,55.3,2018.0,6.0
1151,San Luis Obispo,2018-05-29T13:11:00Z,2019-01-04T10:20:00Z,"Estrella Rd and Airport Rd, North of Paso Robles",35.71859,-120.64028,Vineyard Fire,25.0,False,0.02,74.1,47.3,2018.0,5.0
1152,Lake,2018-09-03T13:58:00Z,2019-01-04T09:11:00Z,"Kelsey Creek Rd & Conklin Ln, Kelseyville",38.91842,-122.85276,Kelsey Fire,24.0,True,0.16,83.4,53.2,2018.0,9.0
1153,Riverside,2018-08-22T13:45:00Z,2019-01-04T09:15:00Z,"Hwy 60 and Jack Rabbit Trail, Beaumont",33.946896,-117.066643,Land Fire,23.0,False,0.22,101.0,76.2,2018.0,8.0
1154,Contra Costa,2018-06-02T12:42:00Z,2019-01-04T10:19:00Z,Glen Canyon Circle and  Chaparral Drive  SE of Pittsburg,37.99113,-121.86473,Glen Fire,23.0,False,0.0,83.8,55.3,2018.0,6.0
1155,Tehama,2018-06-01T16:07:00Z,2019-01-04T10:19:00Z,"Plymire Rd and Deer Valley Rd, West of Red Bluff ",40.201826,-122.29388,Plymire Fire,23.0,False,0.17,87.5,57.4,2018.0,6.0
1156,Mariposa,2018-08-04T13:57:00Z,2019-01-04T09:24:00Z,"Texas Hill Rd and Bondurant Mine Rd, east of Coulterville",37.69965,-120.0545,Wagner Fire,22.0,False,0.01,89.0,57.6,2018.0,8.0
1157,Riverside,2018-04-09T18:18:00Z,2019-01-03T09:46:00Z,"Tin Mine Rd, north of the Cajalco Expressway",33.86439,-117.48144,Meadow Fire,21.0,False,0.0,83.2,55.1,2018.0,4.0
1158,Contra Costa,2018-11-15T13:31:00Z,2019-01-04T08:44:00Z,"Off Morgan Territory Rd & Storybook Ln, east of San Ramon",37.81111,-121.7944,Morgan Fire,20.0,False,3.09,66.9,48.0,2018.0,11.0
1159,Alameda,2018-11-14T14:56:00Z,2019-01-04T08:45:00Z," off Palomares Road Niles Canyon Road, northwest of Sunol",37.61158,-121.94182,Niles Fire,20.0,False,2.71,66.2,45.7,2018.0,11.0
1160,Santa Clara,2018-07-25T16:14:00Z,2019-01-04T09:33:00Z,"Monterey Road and Church Ave, San Martin",37.07793,-121.600023,Church Fire,20.0,False,0.01,87.8,60.5,2018.0,7.0
1161,Alameda,2018-06-17T15:56:00Z,2019-01-04T10:04:00Z,"off Vallecitos Road and Little Valley, south of Livermore",37.627119,-121.806775,Vallecitos Fire,20.0,False,0.0,80.8,54.0,2018.0,6.0
1162,Riverside,2018-06-14T17:02:00Z,2019-01-04T10:06:00Z,"off Crazy Horse Canyon Drive and Bridle Trail Road, Community of Aguanga",33.524412,-116.821724,Bridle Fire,20.0,False,0.0,96.9,67.0,2018.0,6.0
1163,Butte,2018-06-14T15:18:00Z,2019-01-04T10:07:00Z,"off Highway 70 at Table Mountain Road, north of Oroville",39.602703,-121.617698,70 Fire,20.0,False,0.02,88.9,57.3,2018.0,6.0
1164,Los Angeles,2018-06-12T14:56:00Z,2019-01-04T10:07:00Z,off Westwanda Drive and Benedict Canyon Drive,34.110516,-118.427886,Portola Fire ,20.0,False,0.0,84.1,58.6,2018.0,6.0
1165,Plumas,2018-04-26T15:00:00Z,2019-01-04T10:27:00Z,"Frenchman Lake Rd., south of Frenchman Lake, 7 miles north of Chilcoot",39.89075,-120.18499,French Fire,20.0,False,4.47,57.0,32.0,2018.0,4.0
1166,San Diego,2018-05-09T22:00:00Z,2019-01-04T10:26:00Z,"De Luz Rd and Wisecarver fuel break, Camp Pendleton Marine Corps Base",33.40178,-117.27467,Jacques Fire,18.0,False,0.16,76.1,51.6,2018.0,5.0
1167,Riverside,2018-04-22T13:35:00Z,2019-01-03T13:10:00Z,"Via Del Lago and Alta Calle, Lake Perris, Moreno Valley",33.88744,-117.16232,Lago Fire,18.0,False,0.0,83.2,55.1,2018.0,4.0
1168,Santa Cruz,2018-11-03T21:28:00Z,2019-01-04T08:50:00Z,"off Highway 9 and Rincon Crossing, north of Santa Cruz  ",37.0125,-122.046,Rincon Fire,17.0,True,5.08,69.7,43.6,2018.0,11.0
1169,Amador,2018-06-17T13:58:00Z,2019-01-04T10:05:00Z,"off China Gulch Road and Comanche Parkway North, Jackson Valley",38.265645,-120.892404,China Fire,17.0,False,0.01,87.4,55.0,2018.0,6.0
1170,Riverside,2018-06-03T14:17:00Z,2019-01-04T10:17:00Z,"Highway 74 and Ethanac Rd, City of Perris",33.742,-117.28189,Ethanac Fire,17.0,False,0.0,96.9,67.0,2018.0,6.0
1171,Nevada,2018-08-12T14:20:00Z,2019-01-04T09:19:00Z,"off Oak Lane and Buck Mountain Road, south of Grass Valley",39.10494,-121.07039,Oak Fire,16.0,False,0.0,85.9,54.4,2018.0,8.0
1172,Humboldt,2018-07-15T16:14:00Z,2019-01-04T09:43:00Z,Highway 169 in Pecwan,41.34453,-123.85404,Johnson Fire,16.0,False,0.02,83.6,54.8,2018.0,7.0
1173,Santa Clara,2018-05-27T17:05:00Z,2019-01-04T10:22:00Z,"Keeler Court and Santa Teresa Blvd., south of San Jose",37.21803,-121.76828,Keeler Fire,16.0,False,0.06,70.7,48.6,2018.0,5.0
1174,Siskiyou,2018-10-10T21:50:00Z,2019-01-04T08:55:00Z,1 mile northwest of Iron Gate Dam,41.94046,-122.43933,Iron Gate Fire,15.0,False,0.97,64.0,39.2,2018.0,10.0
1175,Modoc,2018-09-02T14:53:00Z,2019-01-04T09:11:00Z,"East of Essex Reservoir, northeast of Canby.",41.52123,-120.72362,Essex Fire,15.0,False,0.06,76.3,40.2,2018.0,9.0
1176,Riverside,2018-05-04T18:53:00Z,2019-01-04T10:26:00Z,"Hwy 79 & Woodchuck Road, Temecula",33.467999,-117.003829,Woodchuck Fire,15.0,False,0.07,85.6,59.0,2018.0,5.0
1177,Riverside,2018-04-15T04:38:00Z,2019-01-03T09:46:00Z,"Tyler Street and Vista Del Sur, Coachella, City of Coachella",33.711263,-116.164058,Tyler Fire,15.0,True,0.0,83.2,55.1,2018.0,4.0
1178,San Diego,2018-08-06T10:31:00Z,2019-01-04T09:24:00Z,"off Old Julian Highway and Creek Hollow, west of Ramona",33.05737,-116.77154,Casner Fire,14.0,False,0.02,92.6,65.9,2018.0,8.0
1179,San Luis Obispo,2018-07-17T11:13:00Z,2019-01-04T09:41:00Z,"off Gage Irving Road, South Lake Nacimiento",35.70086,-120.97339,Camp Fire,14.0,False,0.0,92.8,61.1,2018.0,7.0
1180,Lassen,2018-07-14T15:00:00Z,2019-01-04T09:45:00Z,"off Homestead Ranch Road, southeast of Doyle ",39.99309,-120.02137,3-2 Fire,14.0,False,0.07,88.2,53.6,2018.0,7.0
1181,Yolo,2018-06-01T13:31:00Z,2019-01-04T10:20:00Z,"County Road 25 and County Road 86A, community of Madison north of Winters       ",38.64953,-122.01762,Madison FIre,14.0,False,0.0,91.0,56.4,2018.0,6.0
1182,Shasta,2018-09-04T14:43:00Z,2019-01-04T09:08:00Z,"Ranchera Road and Hill Boulevard, Shasta Lake City",40.678889,-122.400556,Ranchera Fire,13.0,False,0.05,84.5,50.2,2018.0,9.0
1183,San Diego,2018-07-20T13:07:00Z,2019-01-04T09:39:00Z,"Old Julian Way & Cinnamon Rock Rd, east of Ramona",33.04898,-116.78928,Cinnamon Fire,13.0,True,0.18,93.7,66.3,2018.0,7.0
1184,Fresno,2018-06-02T09:55:00Z,2019-01-04T10:18:00Z,"Hwy 198 and Coldwell Ln, 10 miles west of Coalinga",36.10499,-120.55324,Coldwell Fire,13.0,False,0.0,84.2,53.4,2018.0,6.0
1185,Shasta,2018-10-14T06:45:00Z,2019-01-04T08:54:00Z,"Cloverdale & Clear Creek, Near the community of Igo",40.49618,-122.51597,Tower Fire,12.0,False,1.19,71.9,44.3,2018.0,10.0
1186,El Dorado,2018-09-20T12:39:00Z,2019-01-04T09:03:00Z,Meyers Rd in Camino,38.7448,-120.65672,Meyers Fire,12.0,True,0.02,80.8,52.7,2018.0,9.0
1187,San Bernardino,2018-07-13T14:32:00Z,2019-01-04T09:47:00Z,Muscoy,34.171786,-117.35606,Gray Fire,12.0,False,0.51,102.7,78.0,2018.0,7.0
1188,Madera,2018-07-10T17:31:00Z,2019-01-04T09:50:00Z,"in the area of Road 230 and Road 225, North Fork",37.22791,-119.50461,School Fire,12.0,False,0.11,92.5,62.8,2018.0,7.0
1189,Marin,2018-06-09T15:30:00Z,2019-01-04T10:09:00Z,"Mission Avenue and C Street, City of San Rafael",37.97638,-122.5275,Mission Fire,12.0,False,0.0,71.6,50.1,2018.0,6.0
1190,San Diego,2018-06-05T13:45:00Z,2019-01-04T10:11:00Z,"Vista Del Lago/Via Ranchitos, Fallbrook",33.40769,-117.22974,Vista Fire,12.0,False,0.0,86.6,57.1,2018.0,6.0
1191,Siskiyou,2018-06-04T15:08:00Z,2019-01-04T10:13:00Z,"Meamber Creek Road, 8 miles west of Fort Jones",41.64805,-122.98442,Meamber Fire,12.0,False,0.34,76.3,44.9,2018.0,6.0
1192,San Luis Obispo,2018-06-03T16:11:00Z,2019-01-04T10:17:00Z,"Lake Nacimiento, 10 miles west of Paso Robles",35.75737,-120.91793,Resort Fire,12.0,False,0.0,84.4,52.0,2018.0,6.0
1193,Napa,2018-05-21T11:56:00Z,2019-01-04T10:23:00Z,"American Canyon Rd, East of American Canyon",38.16303,-122.23059,Bellagio Fire,12.0,False,0.15,76.1,49.5,2018.0,5.0
1194,Alameda,2018-05-14T13:06:00Z,2019-01-04T10:25:00Z,"Grant Line Road and I-580, east of Livermore",37.73835,-121.6039,Grant Fire,12.0,False,0.02,70.6,49.9,2018.0,5.0
1195,San Diego,2018-05-10T20:41:00Z,2019-01-04T10:25:00Z,"Volcan Road and Farmer Road, north of the community of Julian",33.12213,-116.58759,Volcan Fire,12.0,False,0.16,76.1,51.6,2018.0,5.0
1196,Butte,2018-07-10T12:42:00Z,2019-01-04T09:51:00Z,"south of Rich Gulch, near Lake Oroville",39.66492,-121.51772,Dark Fire,11.0,False,0.01,96.4,65.0,2018.0,7.0
1197,Madera,2018-07-09T17:54:00Z,2019-01-04T09:52:00Z,"Cornerstone Court, Yosemite Lakes",37.19817,-119.80414,Cornerstone Fire,11.0,False,0.11,92.5,62.8,2018.0,7.0
1198,Riverside,2018-06-03T13:38:00Z,2019-01-04T10:18:00Z,"Vuelta Grande Rd and Carancho Rd, Community of De Luz",33.47413,-117.31468,Grande Fire,11.0,False,0.0,96.9,67.0,2018.0,6.0
1199,Shasta,2018-03-27T16:20:00Z,2019-01-03T09:45:00Z,"Rock Creek Rd, SE of Shingletown",40.4635,-121.77419,Rock Fire,11.0,False,7.9,54.4,32.7,2018.0,3.0
1200,Santa Cruz,2018-11-16T11:01:00Z,2019-01-04T08:44:00Z,"off Bear Creek Road and Mayfair Road, Boulder Creek north of Santa Cruz",37.12857,-122.12036,Bear Fire ,10.0,False,5.08,69.7,43.6,2018.0,11.0
1201,Humboldt,2018-11-12T17:39:00Z,2019-01-04T08:46:00Z,off Highway 299 in the area of Green Hill,40.888785,-124.001849,Green Hill Fire,10.0,False,6.96,58.2,40.0,2018.0,11.0
1202,Butte,2018-10-15T11:57:00Z,2019-01-04T08:52:00Z,"Upper Powellton Rd and Skyway, north of Stirling City",39.93427,-121.54103,Powellton Fire,10.0,False,0.99,77.7,49.7,2018.0,10.0
